,Rank,Release Group,Worldwide,Domestic,%,Foreign,%,imdb_id,movieDB_id,cast name and character
81,82,Rurouni Kenshin: Final Chapter Part I - The Final,"$36,964,978",-,-,"$36,964,978",100%,tt11809034,602063.0,"Takeru Satoh: Kenshin Himura
Emi Takei: Kaoru Kamiya
Mackenyu: Enishi Yukishiro
Munetaka Aoki: Sanosuke Sagara
Yu Aoi: Megumi Takani
Yusuke Iseya: Aoshi Shinomori
Tao Tsuchiya: Makimachi Misao
Ryosuke Miura: Cho Sawagejo
Yosuke Eguchi: Hajime Saito
Takuma Otoo: Heishin Woo
Shingo Tsurumi: Chief Uramura
Takeo Nakahara: Miyauchi Maekawa
Riku Onishi: Yahiko Myojin
Kazuki Kitamura: Tatsumi
Shinnosuke Abe: Hyogo Kujiranami
Shuntaro Yanagi: Hyoko Otowa
Joey Iwanaga: Tenmon Inui
Eiki Narita: Mumyoi Yatsume
Kasumi Arimura: Tomoe Yukishiro
Ryunosuke Kamiki: Sojiro Seta
"
82,83,The Door Lock,"$36,100,000",-,-,"$36,100,000",100%,,,
83,84,Arashi Anniversary Tour 5 x 20 Film: Record of Memories,"$36,065,638",-,-,"$36,065,638",100%,tt14734538,842011.0,"Satoshi Ohno: Self
Sho Sakurai: Self
Masaki Aiba: Self
Kazunari Ninomiya: Self
"
84,85,I Fell in Love Like a Flower Bouquet,"$34,975,905",-,-,"$34,975,905",100%,tt11219254,695932.0,"Masaki Suda: Mugi Yamane
Kasumi Arimura: Kinu Hachiya
Kaya Kiyohara: Rin Hada
Kanata Hosoda: Wataru Mizuno
Joe Odagiri: Kohei Kaji
Keiko Toda: Sachiko Hachiya
Ryo Iwamatsu: Yoshiaki Hachiya
Kaoru Kobayashi: Hirotaro Yamane
Hanae Kan: Nana Kawagishi
Haya Nakazaki: Kaito Aoki
Toshihito Kokubo: Tomoyuki Onda
Kumi Takiuchi: Kanako Harada
Yusaku Mori: Yuya Hamura
Kotone Furukawa: Ayano Nakagawa
Yushin Shinohara: Hiromu Okita
Alissa Yagi: Hinako Unai
Mamoru Oshii: Himself
Minori Hagiwara: Akane Honjo
Shodai Fukuyama: Tomoki Shimamura
PORIN: Miho Doshida
Kanta Sato: Shouma Tomikoji
Takashi Okabe: Male engineer
Shohei Uno: Man in love hotel
Ryo Sato: Woman in love hotel
"
85,86,Malignant,"$33,991,791","$13,391,791",39.4%,"$20,600,000",60.6%,tt3811906,619778.0,"Annabelle Wallis: Madison Mitchell
Maddie Hasson: Sydney Lake
George Young: Detective Kekoa Shaw
Michole Briana White: Detective Regina Moss
Jean Louisa Kelly: Jane Doe
Susanna Thompson: Jeanne
Jake Abel: Derek Mitchell
Jacqueline McKenzie: Dr. Florence Weaver
Christian Clemenson: Dr. Victor Fields
Amir Aboulela: Dr. Gregory
Mercedes Colon: Mendez
Ingrid Bisu: Winnie
Ruben Pla: Officer Rubin
Jon Lee Brody: Officer Lee
Paula Marshall: Beverly Woods
Zoë Bell: Scorpion
Shaunte Lynette Johnson: Beta
Natalia Safran: Nurse Annie
Mike Mendez: Hospital Security Guard #1
Randy Haynie: Hospital Security Guard #2
Cord Walker: Hospital Security Guard #3
Jesus Trujillo: Research Doctor
Lisa Catara: Research Orderly
Danielle Nottingham: News Anchor
Ray Chase: Gabriel (voice)
Marina Mazepa: Gabriel
Mckenna Grace: Young Madison
Madison Wolfe: Young Serena
Andy Bean: Frank
Patricia Velásquez: Nurse Velasquez
Patrick Cox: Mr. Stanley (uncredited)
Gregory Garcia: Seattle Police Officer (uncredited)
Emir García: Mustang Driver (uncredited)
Renee Harbek: Caroline (uncredited)
Janet Hsieh: Nurse J. De Marco (uncredited)
Paul Mabon: Orderly (uncredited)
Gino Montesinos: Seattle Police Officer (uncredited)
Josh Rutgers: Referee (uncredited)
Halston Van Atta: Child Madison (uncredited)
Louise Van Veenendaal: Prisoner (uncredited)
Kalina Vanska: Seattle Police Officer (uncredited)
Christina Veronica: Prisoner (uncredited)
Rachel Winfree: Mrs. Ryerson (uncredited)
"
86,87,Big Red Envelope,"$32,800,000",-,-,"$32,800,000",100%,tt13917134,792003.0,"Bao Bei Er: Chen Zhong
Clara Lee: Ellie
Zhang Yiming: 
Jia Bing: President Qian
Xu Juncong: 
Liao Weiwei: Du Ying
Wang Xiaoli: Ellie's false father
Zhao Yixin: 
Yue Yueli: 
Yuxin Jiang: 
"
87,88,Masquerade Night,"$32,287,400",-,-,"$32,287,400",100%,tt13582738,824202.0,"Takuya Kimura: Kosuke Nitta
Masami Nagasawa: Naomi Yamagishi
Fumiyo Kohinata: 
Zen Kajihara: 
Eisuke Sasai: 
"
88,89,Once Upon a Time in Hong Kong,"$32,218,874",-,-,"$32,218,874",100%,tt14466064,814781.0,"Louis Koo: Hank Chan
Tony Leung Ka-fai: Crippled Ho
Francis Ng: Chui Lok
Gordon Lam: Nash Pak
Philip Keung: Elon
Michelle Hu: Yanni
Kent Cheng Jak-Si: Pudgy
Yu Kang: Joker
Parkman Wong: Jan Tse
Jacky Cai: Sharon
Chi-Sing Lam: Timmy
Wilfred Lau: Will
Dominic Ho: Ron
Raymond Wong Ho-yin: Jing
Mimi Kung: Pudgy's Wife
Eric Li Tin Cheung: Wayne
Vincent Wan Yeung-Ming: Comic
Wong Chun-Tong: Jackson
Derek Kok: Victor
Xinyu Han: Dance Girl
Michael Joseph Rosenthal: Sir Jack Carter
Gao Zigang: Crippled Ho's man
"
89,90,Home Sweet Home,"$32,178,677",-,-,"$32,178,677",100%,tt2348394,195796.0,"Meghan Heffern: Sara
Marty Adams: Security Guard
Shaun Benson: The Killer
Adam MacDonald: Frank
Barbara Gordon: Sara's Mother (voice)
"
90,91,Respect,"$31,765,870","$24,278,399",76.4%,"$7,487,471",23.6%,tt2452150,592863.0,"Jennifer Hudson: Aretha Franklin
Forest Whitaker: C. L. Franklin
Marlon Wayans: Ted White
Audra McDonald: Barbara Franklin
Mary J. Blige: Dinah Washington
Marc Maron: Jerry Wexler
Tituss Burgess: Reverend Dr. James Cleveland
Saycon Sengbloh: Erma Franklin
Hailey Kilgore: Carolyn Franklin
Tate Donovan: John Hammond
Skye Dakota Turner: Aretha Franklin (young)
Heather Headley: Clara Ward
Leroy McClain: Cecil Franklin
Lodric D. Collins: Smokey Robinson
Brenda Nicole Moorer: Brenda Franklin
Brandon Gilpin: Teenager
"
91,92,The Unholy,"$30,832,137","$15,532,137",50.4%,"$15,300,000",49.6%,tt9419056,632357.0,"Jeffrey Dean Morgan: Gerry Fenn
Cricket Brown: Alice
William Sadler: Father Hagan
Katie Aselton: Natalie Gates
Cary Elwes: Bishop Gyles
Diogo Morgado: Delgarde
Bates Wilder: Geary
Marina Mazepa: Mary of Elnor
Christine Adams: Monica Slade
Dustin Tucker: Dan Walsh
Gisela Chipe: Sophia Walsh
Danny Corbo: Toby Walsh
Sonny Corbo: Toby Walsh
Michael Strauss: Max
Madison LaPlante: Faithful Teen Girl
Doria Bramante: Waitress
Stephen O'Neil Martin: Atheist Man
Tim Estiloz: Correspondent
Ted Wayman: Correspondent
Andrea Athanassiou: Internet Woman
Hannah Jane Doyon: Internet Woman
Celeste Oliva: Librarian
Chris Byers: Shopkeeper
Mere Davis: Faithful #1
Dave Heard: Faithful #2
Kiara Pichardo: Faithful #3
Kevin Fennessy: Faithful #4
Charlie Thurston: Nervous Man Leaving Town
Mike Wendt: Blacksmith
Lisa Gresci: Journalist
Bill Thorpe: Father Prescott
Lorna Larkin: Mary Elnor (voice)
Cassidy Neal: Grace Father (uncredited)
Jeff Bouffard: Bansfield Police Officer (uncredited)
Rob Lévesque: City Official (uncredited)
J.J. Wright: Talk Show Host (uncredited)
Adrian M. Mompoint: Camera Crew (uncredited)
Jonathan Neves: Church Goer (uncredited)
Ian Dylan Hunt: Pub Local (uncredited)
Nicholas Trotto: Church Member (uncredited)
"
92,93,The Last Duel,"$30,552,111","$10,853,945",35.5%,"$19,698,166",64.5%,tt4244994,617653.0,"Matt Damon: Sir Jean de Carrouges
Adam Driver: Jacques Le Gris
Jodie Comer: Marguerite de Carrouges
Harriet Walter: Nicole de Carrouges
Ben Affleck: Pierre d'Alençon
Alex Lawther: King Charles VI
Marton Csokas: Crespin
Nathaniel Parker: Sir Robert de Thibouville
Tallulah Haddon: Marie
Adam Nagaitis: Adam Louvel
Zeljko Ivanek: Le Coq
Serena Kennedy: Queen Isabeau
Clare Dunne: Celia
Michael McElhatton: Bernard de Latour
Zoé Bruneau: Lady Marie Chamallart
Ian Pirie: Henri
William Houston: Herald at the Duel
Sam Hazeldine: Thomin Dubois
Brian F. Mulvey: Phillippe
Caoimhe O'Malley: Elizabeth
Clive Russell: King's Uncle
Julian Firth: King's Uncle
Bosco Hogan: Priest
Kevin McGahern: Vassal
Simone Collins: Agatha
Paul Bandey: Priest
Thomas Silberstein: Palace of Justice Clerk
Florian Hutter: Dowry Lawyer
Daniel Horn: Argentan Herald
Corinne Delacour: French voice (ADR) (voice)
Estelle Baldassin: Carrouges Maid
Oliver Cotton: Jean de Carrouges III
Bryony Hannah: Alice
John Kavanagh: Le Gris' Priest
Christian Erickson: Louis the Old Farmer
Quentin Ogier: Clergé
Martin Vaughan Lewis: Clergé
Stephen Brennan: Physicien
Adam Goodwin: Rider
Sylvain Lablée: Palace of Justice Bailiff
"
93,94,The Little Things,"$29,942,746","$15,342,746",51.2%,"$14,600,000",48.8%,tt10016180,602269.0,"Denzel Washington: Joe ""Deke"" Deacon
Rami Malek: Jim Baxter
Jared Leto: Albert Sparma
Chris Bauer: Detective Sal Rizoli
Michael Hyatt: Flo Dunigan
Terry Kinney: LASD Captain Carl Farris
Natalie Morales: Detective Jamie Estrada
Isabel Arraiza: Ana Baxter
Joris Jarsky: Detective Sergeant Rogers
Glenn Morshower: Captain Henry Davis
Sofia Vassilieva: Tina Salvatore
Jason James Richter: Detective Dennis Williams
John Harlan Kim: Officer Henderson
Fred Koehler: Stan Peters
Judith Scott: Marsha
Maya Kazan: Ronda Rathbun
Tiffany Gonzáles: Julie Brock
Anna McKitrick: Mary Roberts
Sheila Houlahan: Paige Callahan
Ebony N Mayo: Tamara Ewing
Matt Morrison: Guy Jogger
Olivia Washington: Amy Anders
Kiff VandenHeuvel: Tow Truck Driver
J. Downing: Flanders
Sean Spann: Ghoul Squad
Sophia Castro: Jennifer Baxter
Calliah Sophie Estrada: Chloe Baxter
Thomas Crawford: Burns
Eric Satterberg: LASD Tech #1
Ian Gary: LASD Tech #2
Linara Washington: Waitress
Jeff Corbett: Bill Rathbun
Stephanie Erb: Phyllis Rathbun
Samantha Cormier: Teenage Girl
Smalls: Truck Driver
Lee Garlington: Landlady
Dimiter D. Marinov: St. Agnes Hotel Manager
Julia Vera: ABC Appliance Owner
Jack Topalian: AAA Appliance Owner
Charlie Saxton: Felix
Justin Barnhill: Grunge Kid
Emil Beheshti: Lab Coat Tech
Bradley James: LAPD #1
Ben Kliewer: LAPD #2
Hank Northrop: LAPD #3
Bob Golub: Bum
Ben Sanders: Delinquent Kid
Adam J. Harrington: Greg Alberts
Neil Garcia: Pike's Bartender
"
94,95,Escape from Mogadishu,"$29,855,981","$346,271",1.2%,"$29,509,710",98.8%,tt14810692,607844.0,"Kim Yoon-seok: Han Shin-seong
Jo In-sung: Kang Dae-jin
Heo Joon-ho: Lim Yong-soo
Kim So-jin: Kim Myeong-hee
Jeong Man-sik: Gong Soo-cheol
Koo Kyo-hwan: Tae Jun-ki
Kim Jae-hwa: Cho Su-jin
Park Kyung-hye: Paek Ji-eun
Park Myung-shin: Bae Young-sook
Han Chul-woo: Chae Kang-sik
Joo Bo-bi: Baek Hwa-si
Ahn Se-ho: Jang Ri-cheol
Lee Jin-hee: Won Mi-sook
Yoon Kyung-ho: KCIA Agent
"
95,96,Master,"$28,692,230",-,-,"$28,692,230",100%,tt10579952,626392.0,"Vijay: John 'JD' Durairaj
Vijay Sethupathi: Bhavani / Young Bhavani (voice)
Arjun Das: Das
Malavika Mohanan: Chaarulatha 'Chaaru' Prasad
Andrea Jeremiah: Vanathi
Nassar: College Founder
Shanthanu Bhagyaraj: Bhargav
Mahendran: Young Bhavani
N. Azhagamperumal: Ambana Samuel
Ciby Bhuvana Chandran: Sri
Kulappulli Leela: Juvenile school cook
Ramya Subramanian: Ramya
Gouri G Kishan: Savitha
Rajesh: College Staff
Mahanadhi Sankar: Thulukanam
Arun Alexander: Essaki
Pandian: P. C. Arumugam
Boxer Dheena: Warden
Ramesh Thilak: Juvenile school warden
Chetan: Professor
Mathew Varghese: Mathew
Ajith Koshy: 
Stunt Silva: 
Rahul Kannan: Rahul
Sunil Reddy: Education Minister
Kalyani Natarajan: Professor
Soundarya Bala Nandakumar: College Professor
Lintu Thomas: College Professor
KPY Dheena: Sheena
Lallu Prasath: Prisoner
Udayaraj: Prisoner
Poovaiyar: Undiyal
Sriman: JD's friend
Prem: Prem
Srinath: JD's friend
Sanjeev: JD's friend
Nagendra Prasad: JD's friend
Brigida Saga: 
Anitha Sampath: News Reporter
Lokesh Kanagaraj: Cameo
Rathna Kumar: Cameo
Raveena Ravi: Chaarulatha 'Chaaru' Prasad (voice)
Vetri: Lorry Sangam Worker
"
96,97,The Last Warrior: Root of Evil,"$28,357,398",-,-,"$28,357,398",100%,tt13606158,589754.0,"Viktor Horinyak: Ivan
Mila Syvatska: Vasilisa
Ekaterina Vilkova: Varvara
Elena Yakovleva: Baba Yaga
Konstantin Lavronenko: Kashchey
Evgeniy Dyatlov: Nikitich
Timofey Tribuntsev: old man
Pavel Davydov: drummer
Aleksandr Semchev: miracle yudo
Sergey Burunov: vodyanoy
Elena Valyushkina: Galina
Kirill Zaytsev: finist clear falcon
Yuriy Tsurilo: Ilya Muromets
Taisiya Vilkova: Galina in her youth
Sophia Boroditskaya: firebird
Garik Kharlamov: Kolobok
Marta Timofeeva: young Varvara
Andrey Trushin: 
Vladislav Vetrov: 
Alisa Suprun: 
Nikita Tabunshchik: 
Viktoriya Parhomenko: 
Vladimir Brest: 
Oleg Sukhoverov: 
Vsevolod Tsurilo: young Ilya Muromets
Zhannat Kerimbaev: 
Yelena Voronchikhina: 
Aleksey Yarmilko: 
"
97,98,Licorice Pizza,"$27,400,103","$16,508,103",60.2%,"$10,892,000",39.8%,tt11271038,718032.0,"Alana Haim: Alana Kane
Cooper Hoffman: Gary Valentine
Sean Penn: Jack Holden
Tom Waits: Rex Blau
Bradley Cooper: Jon Peters
Benny Safdie: Joel Wachs
Skyler Gisondo: Lance
Mary Elizabeth Ellis: Momma Anita
John Michael Higgins: Jerry Frick
Christine Ebersole: Lucille Doolittle
Harriet Sansom Harris: Mary Grady
Joseph Cross: Matthew
Danielle Haim: Danielle Kane
Este Haim: Este Kane
Moti Haim: Moti Kane
Donna Haim: Donna Kane
Maya Rudolph: Gale
Ryan Heffington: Steve
John C. Reilly: Herman Munster
Nate Mann: Brian
Isabelle Kusman: Sue Pomerantz
Destry Allyn Spielberg: Frisbee Kahill
George DiCaprio: Mr. Jack
Iyana Halley: Brenda
Ray Chase: B. Mitch Reed
Emma Dumont: Brenda
Yumi Mizui: Mioko
Megumi Anjo: Kimiko
Emily Althaus: Kiki Page
Tim Conway Jr.: Vic
Griff Giacchino: Mark
James Kelley: Tim
Will Angarola: Kirk
Milo Herschlag: Greg Valentine
Craig Stark: Long Hair Freak
Fatimah Hassan: Driver
Bottara Angele: Fair Goer #1
Grace Kennedy-Piehl: Flower Child
Louis Delavenne: French Waiter
Joann Coleman: Alejandra
Anthony Molinari: Cop #2
Deana Molle': Driver
Joe Don Harris: Cop #5
Rogelio Camarillo: Armand
Natalia Becerril: Latin Lady
Nathan M. Hadden: Valet
Mary Eileen O'Donnell: Reporter
Elton McCrudden: the Rival Kid
Patrick Salway: Pinball Kid
Lakin Valdez: Cop
Zachary Chicos: Upscale Restaurant Patron
Brian Kehew: Sonny & Cher Tech
Devon Knopp: Pinball Teen
Tess Rianne Sullivan: Wachs Campaign Staffer
Thomas John Rudolph: Customer #6
Collin Sutton: Photographer
Ray Nicholson: Ray
Eloy Perez: Guillermo
Mark Kirksey: Cop #5
Joshua Carl Allen: Photographer
Sasha Spielberg: Tiny Toes Girl
Gerren Hall: Campaign Employee
Steven Herrera: Teen Fair Goer
Paige Locke: Fair Goer
Charlotte Townsend: Fairgoer #3
Zoe McLane: Pinball Teen
Jeff Willy: Fair Volunteer
Brandon Koen: Fair Goer (uncredited)
Richard B. Larimore: Golfer (uncredited)
Pearl Anderson: 
Karen Kilgariff: Wachs' Aide
"
98,99,The Last Warrior: A Messenger of Darkness,"$27,052,365",-,-,"$27,052,365",100%,,,
99,100,American Underdog,"$26,514,814","$26,514,814",100%,-,-,tt11729298,673309.0,"Zachary Levi: Kurt Warner
Anna Paquin: Brenda Warner
Dennis Quaid: Dick Vermeil
Bryce Bruckbauer: Young Matt Warner
Beau Hart: Young Kurt Warner
Jason Allen Wear: Stadium Security
Aaron J. Brooks: Hy-Vee Customer
Garrett O'Brien: Stadium Security
Collin Taylor: #87 Ricky Proehl
Adam Baldwin: Coach Allen
Bruce McGill: Jim Foster
Cindy Hogan: Sue Warner
Steven Chester Prince: Gene Warner
"
100,101,Chaos Walking,"$26,508,132","$13,287,908",50.1%,"$13,220,224",49.9%,tt2076822,412656.0,"Daisy Ridley: Viola Eade
Tom Holland: Todd Hewitt
Mads Mikkelsen: Mayor David Prentiss
Demián Bichir: Ben Moore
David Oyelowo: Aaron
Kurt Sutter: Cillian Boyd
Cynthia Erivo: Hildy
Bethany Anne Lind: Karyssa Hewitt
Nick Jonas: Davy Prentiss Jr.
Ray McKinnon: Matthew
Vincent Leclerc: Daws
Blane Crockarell: Young Todd
François Gauthier: Charlie
Tyrone Benskin: Hammer
Frank Fontaine: Mr. Phelps
Don Jordan: Tam
Patrick Garrow: Ivan
Mylène Dinh-Robic: Julie
Julian Richings: Gault
Tara Nicodemo: Answer Camp Woman (uncredited)
Harrison Osterfield: Farnbranch Man (uncredited)
Yannick Lupien: Fisherman (uncredited)
Jad Saikali: Whaler (uncredited)
Marc Primeau: Whaler (uncredited)
Michael Dyson: Fisherman #1
Maxwell McCabe-Lokos: Prentisstown Man #1
Stephen Eric McIntyre: Prentisstown Man #2
Peter Seaborn: Caleb
Jean Michel Paré: Mayor Camp Man #1
Bryce Bruckbauer: Young Davy (uncredited)
"
101,102,The Courier,"$26,001,227","$6,613,432",25.4%,"$19,387,795",74.6%,tt8368512,522241.0,"Benedict Cumberbatch: Greville Wynne
Merab Ninidze: Oleg Penkovsky
Rachel Brosnahan: Emily Donovan
Jessie Buckley: Sheila Wynne
Angus Wright: Dickie Franks
Kirill Pirogov: Gribanov
Iva Šindelková: Embassy Assistant
Vladimir Chuprikov: Nikita Khrushchev
Fred Haig: Lee
Emma Penzina: Nina
Mariya Mironova: Vera
Anton Lesser: Bertrand
Miles Richardson: Golf Exec
Keir Hills: Andrew Wynne
Petr Klimeš: Popov
Zeljko Ivanek: CIA Boss
David Bark-Jones: Golf Exec
Marian Lorencik: Russian Trade Delegate
Benny Maslov: Russian Interpreter
Marián Chalány: Penkovsky's Driver
Alice Orr-Ewing: Tamara
Oliver Johnstone: Lovett
Andruscha Hilscher: KGB Handler
Olga Koch: Irina
Jonathan Harden: Leonard
Elina Alminas: Doctor
Eysteinn Sigurdarson: Curt
Richard Glaves: Howard
Aleš Bílík: Customs Officer
Laurel Lefkow: Embassy Guest
Ondřej Malý: Mitrokhin
Andrey Kurganov: Russian Plane Passenger
James Schofield: Cox
"
102,103,Those Who Wish Me Dead,"$23,468,586","$7,407,200",31.6%,"$16,061,386",68.4%,tt3215824,578701.0,"Angelina Jolie: Hannah Faber
Finn Little: Connor Casserly
Jon Bernthal: Ethan Sawyer
Nicholas Hoult: Patrick Blackwell
Aidan Gillen: Jack Blackwell
Jake Weber: Owen Casserly
Medina Senghore: Allison Sawyer
Tyler Perry: Arthur
Boots Southerland: Sheriff
Tory Kittles: Ryan
James Jordan: Ben
Lora Martinez-Cunningham: Tina
Howard Ferguson Jr.: Vic
Ryan Jason Cook: Leo
Laura Niemi: Maggie
Dylan Kenin: Pilot
Faith Lynch: Pretty Girl
Alexander Wagenman: Boy #1
Mason Howell: Boy #2
Calvin Olson: Boy #3
Tessa Jo Mentus Darlington: Newscaster
Keith Meriweather: Forest Service Official
John Trejo: Contractor #1
Sofia Embid: Lady Driver
Mary Fenton: Beth
Charissa Lauren Potter: Waitress #2
Jesus Cris Acosta: Wildland Firefighter (uncredited)
Jacob Browne: Marshal (uncredited)
David Hight: Cowboy in Restaurant (uncredited)
Stephanie Hill: Restaurant Patron (uncredited)
Matt Medrano: Marshal Franks (uncredited)
Alma Sisneros: Waitress (uncredited)
"
103,104,The Marksman,"$23,076,711","$15,566,093",67.5%,"$7,510,618",32.5%,tt6902332,634528.0,"Liam Neeson: Jim
Katheryn Winnick: Sarah
Teresa Ruiz: Rosa
Juan Pablo Raba: Maurico
Jacob Perez: Miguel
Dylan Kenin: Randall
Luce Rains: Everett Crawford
Chase Mullins: Mark
Christopher Mele: Lee Hurst
Grayson Berry: Customs Officer
David DeLao: Coyote
Esodie Geiger: K9 Officer
Gonzalo Robles: Latino Thug
Kellen Boyle: Dalton
Sean A. Rosales: Hernando
Elias Gallegos: Agent Diaz
Dustin Pennington: Contractor
Amber Midthunder: Gas Station Clerk
Charles David Richards: Gun Store Owner
Roger Jerome: Otto
"
104,105,Last Night in Soho,"$22,957,625","$10,127,625",44.1%,"$12,830,000",55.9%,tt9639470,576845.0,"Thomasin McKenzie: Eloise Turner
Anya Taylor-Joy: Sandie
Matt Smith: Jack
Rita Tushingham: Peggy Turner
Michael Ajao: John
Synnøve Karlsen: Jocasta
Pauline McLynn: Carol
Terence Stamp: Silver-Haired Gentleman
Diana Rigg: Ms. Collins
Aimée Cassettari: Eloise's Mother
Colin Mace: Taxi Driver #1
Jessie Mei Li: Lara
Kassius Nelson: Cami
Rebecca Harrod: Ashley
Alan Mahon: Toucan Bartender
Connor Calland: Drunk Student
Josh Zaré: Student at Party
Jacqui-Lee Pryce: College Administrator
Elizabeth Berrington: Ms. Tobin
James Phelps: Cloakroom Attendant
Oliver Phelps: Cloakroom Attendant
Beth Singh: Cilla Black
Paul Brightwell: Cubby
Will Rogers: Café de Paris Bartender
Terence Frisch: Rialto Club Owner
Celeste Dring: Shop Assistant
Jeanie Wishes: Marionetta
Andrew Bicknell: Mr. Pointer
Adam Sopp: Toucan Drunk
Richard Corgan: Toucan Drunk's Mate
Michael Mears: Punter #1
Tom Hartwell: Punter #2
Paul Hamilton: Punter #3
Wayne Cater: Punter #4
Sam Claflin: Punter #5
Sam Parks: Punter #6
Alan Ruscoe: Punter #7
Margaret Nolan: Sage Barmaid
Christopher Carrico: Additional Punter
Kent Goldfinch: Additional Punter
Ian Harrod: Additional Punter
Ian Hartley: Additional Punter
Luke Hope: Additional Punter
Daniel Maggott: Additional Punter
Richard O'Sullivan: Additional Punter
Michael Jibson: Male Detective
Lisa McGrillis: Female Detective
Al Roberts: Librarian
Derek Lea: Taxi Driver #2
Lati Gbaja: Soho Passerby (uncredited)
Richard Price: Rialto Punter (uncredited)
Paul Riddell: Train Passenger (uncredited)
Katrina Vasilieva: Burlesque Dancer (uncredited)
"
105,106,The Day We Lit Up the Sky,"$22,500,000",-,-,"$22,500,000",100%,tt14866426,849900.0,"Peng Yuchang: Brother Gou
Xu Enyi: Xiao Huang
Zhang Youhao: Fanti Long
Yin Zheng: Brother Dahua
Sun Rui: 
Zhi Liu: A Ze
Liao Yueying: chubby sister
Hu Yu Xuan: 
Qiao Shan: Principal
Carman Lee: Lao Gou's Aunt
Huang Jue: 
Liu Mintao: 
Zhang Yi: 
Liu Yiwei: 
Liang Jing: 
Jing Gangshan: 
Huo Siyan: 
Calvin Choy Yat-Chi: 
Sammi Cheng: Herself (Cameo)
"
106,107,Kaamelott: First Installment,"$21,965,451","$188,000",0.9%,"$21,777,451",99.1%,tt9844322,577242.0,"Alexandre Astier: Arthur Pendragon
Lionnel Astier: Léodagan de Carmélide
Anne Girouard: Guenièvre
Thomas Cousseau: Lancelot du Lac
Franck Pitiot: Perceval de Galles
Jean-Christophe Hembert: Karadoc de Vannes
Audrey Fleurot: Viviane, la Dame du Lac
Jacques Chambon: Merlin
Antoine de Caunes: Dagonet
Alain Chabat: Le Duc d'Aquitaine
Loïc Varraut: Venec
Joëlle Sevilla: Dame Séli
Jean-Robert Lombard: Père Blaise
François Rollin: Loth d’Orcanie
Caroline Ferrus: Dame Mevanwi
Guillaume Briat: Le Roi Burgonde
Nicolas Gabion: Bohort de Gaunes
Christian Clavier: Le Jurisconsulte
François Morel: Belt
Guillaume Gallienne: Alzagar
Clovis Cornillac: Quarto
Sting: Horsa
Marie-Christine Orry: Fraganan
Jehnny Beth: Wulfstan
Brice Fournier: Kadoc
Serge Papagalli: Guethenoc
Géraldine Nakache: La Duchesse d'Aquitaine
Gilles Graveleau: Roparzh
Stéphane Margot: Calogrenant de Calédonie
Aurélien Portehaut: Gauvain
Etienne Fague: Lionel de Gaunes
Carlo Brandt: Méléagant
Pascal Vincent: Urgan
Valerie Kéruzoré: Nessa
Mehdi Rahim-Silvioli: La Pègue
David Ayala: Maclou
Jean-charles Simon: Un tanneur
Lamari Amine: Un mineur
Hélène Rudermann: Une invitée burgonde
Yazan Al-Mashni: Un invité burgonde
Neil Astier: Le jeune Arthur
Tigran Mekhitarian: Le second
Océane Slim: Shedda
Antoine Bordes: Recaredo
Salwa Al Hajri: Furadja
Ayman El Kadhi: Le jeune Papinius
Louy Valy: Le jeune Lustus
Yoann Vellaud: Instructeur Libo
Achile de San Nicolas: Le jeune Varus
Charlie Konaté-Décourchalle: Le jeune Casca
Christophe Mazière: Un touriste
Isabelle Mattiussi: La prophètesse
Cyrille Coton-Bonacchi: Brise-Bûche
Mathieu Duboclard: La drille
Enzo Pirat: Un touriste
Chloé Guillot: La vendeuse de tisanes
Patricia Darré: La Pythie excalibur
Jérôme Palmer: Le vendeur de figurines
Sandra Cheyssial: La vendeuse de miniatures
Mark Eacersall: Le péager
Damien Roux: Le geôlier
Alain le Bars: Agila
Reggie Vermeulen: Le capitaine
Sakir Uyar: Dikhil
Bruno Fontaine: Elias de Kelliwic'h
Ariane Astier: Mehben
Jeanne Astier: Mehgan
Ethan Astier: Lucan
Alban Lenoir: Ferghus
"
107,108,Spencer,"$21,709,499","$7,086,632",32.6%,"$14,622,867",67.4%,tt12536294,716612.0,"Kristen Stewart: Princess Diana
Jack Farthing: Charles
Sally Hawkins: Maggie
Timothy Spall: Major Alistair Gregory
Sean Harris: Darren McGrady
Thomas Douglas: John Spencer, Earl Spencer
Olga Hellsing: Sarah Ferguson
Matthias Wolkowski: Prince Edward
Oriana Gordon: Lady Sarah Chatto
Ryan Wichert: Staff Sergeant Wood
John Keogh: Michael
Amy Manson: Anne Boleyn
Elizabeth Berrington: Princess Anne
Jack Nielen: William
Freddie Spry: Harry
Stella Gonet: The Queen
Richard Sammel: Prince Philip
Lore Stefanek: Queen Mother
James Harkness: Footman Paul
Laura Benson: Angela (Dresser)
Wendy Patterson: Maria (Older Maid)
Libby Rodliffe: Pamela (Maid)
Niklas Kohrt: Prince Andrew
"
